fecha,tipo_movimiento,bucket,display_name,producto_fuente,producto_sku,cantidad_planchas,detalle,detalle_original,origen
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,4.0,Pedido 7489 · ROBERTO CARLOS RODRIGUEZ,Pedido 7489 · ROBERTO CARLOS RODRIGUEZ,ERP Pedidos
2026-05-12,salida,SUPER,PLANCHA 30 SUPER,PLANCHAS 30 SUPER EMPAQUETADO,PLANCHAS 30 SUPER EMPAQUETADO,1.0,Pedido 7490 · JUAN CARLOS MENDONCA,Pedido 7490 · JUAN CARLOS MENDONCA,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,4.0,Pedido 7491 · 14 DE MAYO  MESON SRL,Pedido 7491 · 14 DE MAYO  MESON SRL,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,2.0,Pedido 7491 · 14 DE MAYO  MESON SRL,Pedido 7491 · 14 DE MAYO  MESON SRL,ERP Pedidos
2026-05-12,salida,SUPER,PLANCHA 30 SUPER,PLANCHA 30 SUPER GRANEL,PLANCHA 30 SUPER GRANEL,96.0,Pedido 7492 · TIH S.A,Pedido 7492 · TIH S.A,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 30 TIPO A GRANEL,PLANCHAS 30 TIPO A GRANEL,8.0,Pedido 7493 · SABISU EAS,Pedido 7493 · SABISU EAS,ERP Pedidos
2026-05-12,salida,SUPER,PLANCHA 30 SUPER,PLANCHA 30 SUPER GRANEL,PLANCHA 30 SUPER GRANEL,10.0,Pedido 7494 · DIEGO SOLJANCIC,Pedido 7494 · ERVAL S.R.L,ERP Pedidos
2026-05-12,salida,TIPO_B,PLANCHA 30 TIPO B,PLANCHA 30 TIPO B COD. 7848000130081,PLANCHA 30 TIPO B COD. 7848000130081,500.0,Pedido 7495 · SILVIA MONTANIA,Pedido 7495 · SILVIA MONTANIA,ERP Pedidos
2026-05-12,salida,SUPER,PLANCHA 30 SUPER,PLANCHA 30 SUPER GRANEL,PLANCHA 30 SUPER GRANEL,5.0,Pedido 7496 · Iara Micaela Martínez Segovia,Pedido 7496 · Iara Micaela Martínez Segovia,ERP Pedidos
2026-05-12,salida,TIPO_B,PLANCHA 30 TIPO B,PLANCHA 30 TIPO B COD. 7848000130081,PLANCHA 30 TIPO B COD. 7848000130081,1.0,Pedido 7498 · JUAN PACHECO,Pedido 7498 · JUAN PACHECO,ERP Pedidos
2026-05-12,salida,PICADO,PLANCHA 30 HUEVOS PICADO,PLANCHA 30 HUEVOS PICADO,PLANCHA 30 HUEVOS PICADO,3.0,Pedido 7499 · SONIA PORTILLO,Pedido 7499 · SONIA PORTILLO,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 30 TIPO A GRANEL,PLANCHAS 30 TIPO A GRANEL,3.0,Pedido 7500 · ROLANDO MONGELOS,Pedido 7500 · ROLANDO MONGELOS,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,47.0,Pedido 7501 · REPARTO,Pedido 7501 · REPARTO,ERP Pedidos
2026-05-12,salida,SUPER,PLANCHA 30 SUPER,PLANCHAS 30 SUPER EMPAQUETADO,PLANCHAS 30 SUPER EMPAQUETADO,42.0,Pedido 7501 · REPARTO,Pedido 7501 · REPARTO,ERP Pedidos
2026-05-12,salida,JUMBO,PLANCHAS 30 JUMBO,PLANCHAS 30 JUMBO,PLANCHAS 30 JUMBO,2.0,Pedido 7501 · REPARTO,Pedido 7501 · REPARTO,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 30 TIPO A GRANEL,PLANCHAS 30 TIPO A GRANEL,4.0,Pedido 7501 · REPARTO,Pedido 7501 · REPARTO,ERP Pedidos
2026-05-12,salida,SUPER,PLANCHA 30 SUPER,PLANCHA 30 SUPER GRANEL,PLANCHA 30 SUPER GRANEL,1.0,Pedido 7501 · REPARTO,Pedido 7501 · REPARTO,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 30 TIPO A GRANEL,PLANCHAS 30 TIPO A GRANEL,2.0,Pedido 7502 · CONSUMO,Pedido 7502 · CONSUMO,ERP Pedidos
2026-05-12,salida,PICADO,PLANCHA 30 HUEVOS PICADO,PLANCHA 30 HUEVOS PICADO,PLANCHA 30 HUEVOS PICADO,2.0,Pedido 7504 · MARIO SILGUERO,Pedido 7504 · MARIO SILGUERO,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,100.0,Pedido 7508 · ALIMENTOS ESPECIALES S.A.,Pedido 7508 · ALIMENTOS ESPECIALES S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,33.3333,Pedido 7508 · ALIMENTOS ESPECIALES S.A.,Pedido 7508 · ALIMENTOS ESPECIALES S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,40.0,Pedido 7508 · ALIMENTOS ESPECIALES S.A.,Pedido 7508 · ALIMENTOS ESPECIALES S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,10.0,Pedido 7508 · ALIMENTOS ESPECIALES S.A.,Pedido 7508 · ALIMENTOS ESPECIALES S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,30.0,Pedido 7509 · ALIMENTOS ESPECIALES S.A.,Pedido 7509 · ALIMENTOS ESPECIALES S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,13.3333,Pedido 7509 · ALIMENTOS ESPECIALES S.A.,Pedido 7509 · ALIMENTOS ESPECIALES S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,12.0,Pedido 7509 · ALIMENTOS ESPECIALES S.A.,Pedido 7509 · ALIMENTOS ESPECIALES S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,4.0,Pedido 7509 · ALIMENTOS ESPECIALES S.A.,Pedido 7509 · ALIMENTOS ESPECIALES S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,32.0,Pedido 7510 · ALIMENTOS ESPECIALES S.A.,Pedido 7510 · ALIMENTOS ESPECIALES S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,20.0,Pedido 7512 · Biggie  S.A.,Pedido 7512 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,26.6667,Pedido 7512 · Biggie  S.A.,Pedido 7512 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,30.0,Pedido 7512 · Biggie  S.A.,Pedido 7512 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,17.0,Pedido 7512 · Biggie  S.A.,Pedido 7512 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,6.0,Pedido 7513 · Biggie  S.A.,Pedido 7513 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,25.0,Pedido 7513 · Biggie  S.A.,Pedido 7513 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,10.0,Pedido 7513 · Biggie  S.A.,Pedido 7513 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,10.6667,Pedido 7513 · Biggie  S.A.,Pedido 7513 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,10.0,Pedido 7514 · Biggie  S.A.,Pedido 7514 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,38.0,Pedido 7514 · Biggie  S.A.,Pedido 7514 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,2.0,Pedido 7514 · Biggie  S.A.,Pedido 7514 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,14.0,Pedido 7515 · Biggie  S.A.,Pedido 7515 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,16.6667,Pedido 7515 · Biggie  S.A.,Pedido 7515 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,22.0,Pedido 7515 · Biggie  S.A.,Pedido 7515 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,8.0,Pedido 7515 · Biggie  S.A.,Pedido 7515 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,12.8,Pedido 7516 · Biggie  S.A.,Pedido 7516 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,10.0,Pedido 7516 · Biggie  S.A.,Pedido 7516 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,13.3333,Pedido 7516 · Biggie  S.A.,Pedido 7516 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,12.0,Pedido 7517 · Biggie  S.A.,Pedido 7517 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,9.3333,Pedido 7517 · Biggie  S.A.,Pedido 7517 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,20.0,Pedido 7517 · Biggie  S.A.,Pedido 7517 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,4.0,Pedido 7517 · Biggie  S.A.,Pedido 7517 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,40.0,Pedido 7518 · Biggie  S.A.,Pedido 7518 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,4.0,Pedido 7518 · Biggie  S.A.,Pedido 7518 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,12.0,Pedido 7518 · Biggie  S.A.,Pedido 7518 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,12.0,Pedido 7519 · Biggie  S.A.,Pedido 7519 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,6.6667,Pedido 7519 · Biggie  S.A.,Pedido 7519 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,14.0,Pedido 7519 · Biggie  S.A.,Pedido 7519 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,6.0,Pedido 7519 · Biggie  S.A.,Pedido 7519 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,16.6667,Pedido 7520 · Biggie  S.A.,Pedido 7520 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,20.0,Pedido 7520 · Biggie  S.A.,Pedido 7520 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,4.0,Pedido 7520 · Biggie  S.A.,Pedido 7520 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,12.0,Pedido 7520 · Biggie  S.A.,Pedido 7520 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,18.0,Pedido 7521 · Biggie  S.A.,Pedido 7521 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,20.0,Pedido 7521 · Biggie  S.A.,Pedido 7521 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,9.0,Pedido 7521 · Biggie  S.A.,Pedido 7521 · Biggie  S.A.,ERP Pedidos
2026-05-12,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,6.6667,Pedido 7521 · Biggie  S.A.,Pedido 7521 · Biggie  S.A.,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,1.0,Pedido 7522 · REPARTO,Pedido 7522 · CLAUDIA CASCO,ERP Pedidos
2026-05-13,salida,SUPER,PLANCHA 30 SUPER,PLANCHAS 30 SUPER EMPAQUETADO,PLANCHAS 30 SUPER EMPAQUETADO,3.0,Pedido 7523 · REPARTO,Pedido 7523 · Graciela Benítez,ERP Pedidos
2026-05-13,salida,TIPO_B,PLANCHA 30 TIPO B,PLANCHA 30 TIPO B COD. 7848000130081,PLANCHA 30 TIPO B COD. 7848000130081,2.0,Pedido 7525 · REPARTO,Pedido 7525 · MELISA QUEVEDO,ERP Pedidos
2026-05-13,salida,SUPER,PLANCHA 30 SUPER,PLANCHAS 30 SUPER EMPAQUETADO,PLANCHAS 30 SUPER EMPAQUETADO,1.0,Pedido 7526 · REPARTO,Pedido 7526 · CANDIA BRIZUELA FAUSTINO MARCELO,ERP Pedidos
2026-05-13,salida,JUMBO,PLANCHAS 30 JUMBO,PLANCHAS 30 JUMBO,PLANCHAS 30 JUMBO,1.0,Pedido 7528 · REPARTO,Pedido 7528 · Ana Zelaya,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,7.2,Pedido 7529 · Biggie  S.A.,Pedido 7529 · Biggie  S.A.,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,16.0,Pedido 7529 · Biggie  S.A.,Pedido 7529 · Biggie  S.A.,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,PLANCHAS 20 HUEVOS TIPO A COD.7848000130074,10.0,Pedido 7529 · Biggie  S.A.,Pedido 7529 · Biggie  S.A.,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,3.0,Pedido 7529 · Biggie  S.A.,Pedido 7529 · Biggie  S.A.,ERP Pedidos
2026-05-13,salida,SUPER,PLANCHA 30 SUPER,PLANCHAS 30 SUPER EMPAQUETADO,PLANCHAS 30 SUPER EMPAQUETADO,1.0,Pedido 7530 · REPARTO,Pedido 7530 · ILIANA AYALA,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,1.0,Pedido 7532 · REPARTO,Pedido 7532 · MARTIN IGNACIO AMARILLA VENTURINI,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 30 TIPO A GRANEL,PLANCHAS 30 TIPO A GRANEL,50.0,Pedido 7533 · VIOLETA MERELES,Pedido 7533 · VIOLETA MERELES,ERP Pedidos
2026-05-13,salida,TIPO_C,PLANCHAS TIPO C,PLANCHAS TIPO C,PLANCHAS TIPO C,35.0,Pedido 7533 · VIOLETA MERELES,Pedido 7533 · VIOLETA MERELES,ERP Pedidos
2026-05-13,salida,SUPER,PLANCHA 30 SUPER,PLANCHA 30 SUPER GRANEL,PLANCHA 30 SUPER GRANEL,18.0,Pedido 7534 · DIEGO SOLJANCIC,Pedido 7534 · ERVAL S.R.L,ERP Pedidos
2026-05-13,salida,SUPER,PLANCHA 30 SUPER,PLANCHA 30 SUPER GRANEL,PLANCHA 30 SUPER GRANEL,6.0,Pedido 7536 · DIEGO SOLJANCIC,Pedido 7536 · Marlene Isasi,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,8.0,Pedido 7537 · MGI MISION S.A.,Pedido 7537 · MGI MISION S.A.,ERP Pedidos
2026-05-13,salida,TIPO_B,PLANCHA 30 TIPO B,PLANCHA 30 TIPO B COD. 7848000130081,PLANCHA 30 TIPO B COD. 7848000130081,40.0,Pedido 7537 · MGI MISION S.A.,Pedido 7537 · MGI MISION S.A.,ERP Pedidos
2026-05-13,salida,SUPER,PLANCHA 30 SUPER,PLANCHA 30 SUPER GRANEL,PLANCHA 30 SUPER GRANEL,100.0,Pedido 7537 · MGI MISION S.A.,Pedido 7537 · MGI MISION S.A.,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,150.0,Pedido 7538 · D.A. S.R.L.,Pedido 7538 · D.A. S.R.L.,ERP Pedidos
2026-05-13,salida,TIPO_B,PLANCHA 30 TIPO B,PLANCHA 30 TIPO B COD. 7848000130081,PLANCHA 30 TIPO B COD. 7848000130081,200.0,Pedido 7538 · D.A. S.R.L.,Pedido 7538 · D.A. S.R.L.,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,20.0,Pedido 7538 · D.A. S.R.L.,Pedido 7538 · D.A. S.R.L.,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,16.0,Pedido 7538 · D.A. S.R.L.,Pedido 7538 · D.A. S.R.L.,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 30 TIPO A GRANEL,PLANCHAS 30 TIPO A GRANEL,100.0,Pedido 7539 · RONALD GIMENEZ,Pedido 7539 · RONALD GIMENEZ,ERP Pedidos
2026-05-13,salida,TIPO_B,PLANCHA 30 TIPO B,PLANCHA 30 TIPO B COD. 7848000130081,PLANCHA 30 TIPO B COD. 7848000130081,50.0,Pedido 7539 · RONALD GIMENEZ,Pedido 7539 · RONALD GIMENEZ,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHAS 30 TIPO A GRANEL,PLANCHAS 30 TIPO A GRANEL,20.0,Pedido 7540 · GOURMAND S.A.,Pedido 7540 · GOURMAND S.A.,ERP Pedidos
2026-05-13,salida,SUPER,PLANCHA 30 SUPER,PLANCHA 30 SUPER GRANEL,PLANCHA 30 SUPER GRANEL,1.0,Pedido 7541 · CONSUMO,Pedido 7541 · CONSUMO,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,20.0,Pedido 7542 · EMPRENDIMIENTOS JC S.A.,Pedido 7542 · EMPRENDIMIENTOS JC S.A.,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,24.0,Pedido 7542 · EMPRENDIMIENTOS JC S.A.,Pedido 7542 · EMPRENDIMIENTOS JC S.A.,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,20.0,Pedido 7542 · EMPRENDIMIENTOS JC S.A.,Pedido 7542 · EMPRENDIMIENTOS JC S.A.,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,100.0,Pedido 7543 · SALEMMA RETAIL SA,Pedido 7543 · SALEMMA RETAIL SA,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,24.0,Pedido 7543 · SALEMMA RETAIL SA,Pedido 7543 · SALEMMA RETAIL SA,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,PLANCHA 6 HUEVOS TIPO A COD. 7848000130043,1.0,Pedido 7543 · SALEMMA RETAIL SA,Pedido 7543 · SALEMMA RETAIL SA,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,Plancha de 30 Tipo A EMPAQUETADO COD.7848000130029,30.0,Pedido 7544 · SALEMMA RETAIL SA,Pedido 7544 · SALEMMA RETAIL SA,ERP Pedidos
2026-05-13,salida,TIPO_A,Plancha de 30 Tipo A,PLANCHA 12 HUEVOS TIPO A  COD.7848000130036,PLANCHA 12 HUEVOS TIPO A COD.7848000130036,14.0,Pedido 7544 · SALEMMA RETAIL SA,Pedido 7544 · SALEMMA RETAIL SA,ERP Pedidos
